priority_rank,name,state,city,tier,assets_musd,offices,est_net_benefit,net_low,net_high,roi_pct,log_assets,log_offices,cluster,segment,segment_rank
1,Tri Counties Bank,CA,Chico,Large / regional,9946.4,76.0,3406580.6099914643,1584242.322886465,5228918.897096464,572.3037971134625,6.997665920641192,4.343805421853684,1,A — Target first,1
2,S&T Bank,PA,Indiana,Large / regional,9939.6,76.0,3404182.3407742544,1583092.1142492543,5225272.567299254,572.136023806802,6.997368907406551,4.343805421853684,1,A — Target first,1
3,EagleBank,MD,Bethesda,Large / regional,9902.6,14.0,3391133.861125876,1576834.3153608765,5205433.406890876,571.2219604284412,6.995749236759633,2.70805020110221,1,A — Target first,1
5,International Bank of Commerce,TX,Laredo,Large / regional,9892.9,81.0,3387732.459386033,1575203.1369510335,5200261.781821033,570.9833413413886,6.995323619138293,4.406719247264253,1,A — Target first,1
6,Byline Bank,IL,Chicago,Large / regional,9886.8,55.0,3385578.0082230056,1574169.9615880055,5196986.054858007,570.8321254662563,6.995055748905316,4.02535169073515,1,A — Target first,1
7,"Amerant Bank, National Association",FL,Coral Gables,Large / regional,9880.8,24.0,3383465.118321035,1573156.728116035,5193773.508526035,570.6837706331168,6.994792108709092,3.2188758248682006,1,A — Target first,1
8,Capitol Federal Savings Bank,KS,Topeka,Large / regional,9843.4,46.0,3370291.889617133,1566839.771142133,5173744.008092133,569.7575680403185,6.993145133613592,3.8501476017100584,1,A — Target first,1
9,Peoples Bank,OH,Marietta,Large / regional,9637.9,135.0,3297977.785016981,1532170.669376981,5063784.90065698,564.6341292666717,6.983982415877464,4.912654885736052,1,A — Target first,1
12,Stock Yards Bank & Trust Company,KY,Louisville,Large / regional,9457.5,87.0,3234508.67092166,1501752.9916366593,4967264.350206659,560.0815650847493,6.975776349964781,4.477336814478207,1,A — Target first,1
13,"Wintrust Bank, National Association",IL,Chicago,Large / regional,9278.7,37.0,3171613.949451673,1471620.959681673,4871606.939221673,555.5170566596953,6.967487133290489,3.6375861597263857,1,A — Target first,1
14,Union Bank and Trust Company,NE,Lincoln,Large / regional,9188.6,37.0,3139926.4832714177,1456443.9132264175,4823409.053316417,553.1968039751771,6.963249346142204,3.6375861597263857,1,A — Target first,1
15,Woodforest National Bank,TX,The Woodlands,Large / regional,9178.5,744.0,3136386.208269924,1454748.4300599238,4818023.986479924,552.9367039646755,6.96277171225233,6.61338421837956,1,A — Target first,1
16,Amalgamated Bank,NY,New York,Large / regional,9168.4,6.0,3132829.473992268,1453045.0987222677,4812613.849262268,552.6752174024432,6.962293552485795,1.9459101490553132,1,A — Target first,1
17,Pinnacle Bank,NE,Lincoln,Large / regional,9115.4,72.0,3114202.004501438,1444124.9095764377,4784279.099426438,551.3028342164258,6.959775731025135,4.290459441148391,1,A — Target first,1
18,1st Source Bank,IN,South Bend,Large / regional,9110.9,81.0,3112605.238365017,1443360.3059700166,4781850.170760017,551.1849633376826,6.959561279906885,4.406719247264253,1,A — Target first,1
19,"American Savings Bank, National Association",HI,Honolulu,Large / regional,9042.7,35.0,3088650.4472717526,1431890.517836752,4745410.376706751,549.4122878375184,6.956298122956006,3.58351893845611,1,A — Target first,1
21,Liberty Bank,CT,Middletown,Large / regional,9017.1,51.0,3079646.3964834763,1427579.7024884764,4731713.090478475,548.7438493992175,6.95506688604493,3.9512437185814275,1,A — Target first,1
22,"Lake Forest Bank & Trust Company, National Association",IL,Lake Forest,Large / regional,8997.8,10.0,3072850.060144661,1424326.011389661,4721374.108899661,548.2385298738966,6.954136335588638,2.3978952727983707,1,A — Target first,1
24,b1BANK,LA,Baton Rouge,Large / regional,8903.4,63.0,3039695.839446936,1408455.560931936,4670936.117961936,545.7637978805442,6.949555885213773,4.1588830833596715,1,A — Target first,1
25,Metropolitan Commercial Bank,NY,New York,Large / regional,8843.5,10.0,3018634.550856182,1398375.446581182,4638893.655131183,544.1833043912886,6.946624180155043,2.3978952727983707,1,A — Target first,1
26,Southside Bank,TX,Tyler,Large / regional,8797.9,58.0,3002611.4627742097,1390707.5121442096,4614515.41340421,542.9764571850636,6.94437902132634,4.07753744390572,1,A — Target first,1
29,Tompkins Community Bank,NY,Ithaca,Large / regional,8696.6,59.0,2967021.3142899405,1373678.3256649408,4560364.302914941,540.2819505528608,6.939349495165177,4.0943445622221,1,A — Target first,1
30,Salem Five Cents Savings Bank,MA,Salem,Large / regional,8568.4,34.0,2922014.3796545286,1352148.7443445283,4491880.014964527,536.8466115232068,6.932899732536433,3.5553480614894135,1,A — Target first,1
31,"Sunflower Bank, National Association",TX,Dallas,Large / regional,8553.3,103.0,2916698.581612232,1349606.2717572316,4483790.891467232,536.4387722766942,6.9321337048199165,4.6443908991413725,1,A — Target first,1
32,CNB Bank,PA,Clearfield,Large / regional,8496.3,82.0,2896667.744369977,1340026.5677599767,4453308.920979977,534.8979479727577,6.92922983872378,4.418840607796598,1,A — Target first,1
33,Heritage Bank,WA,Olympia,Large / regional,8492.8,68.0,2895444.7531429394,1339441.7143779397,4451447.791907939,534.803665675393,6.929050896848323,4.23410650459726,1,A — Target first,1
34,First Security Bank,AR,Searcy,Large / regional,8404.8,80.0,2864551.6005828003,1324669.6496678006,4404433.5514978,532.4141016070432,6.924527383459034,4.394449154672439,1,A — Target first,1
35,German American Bank,IN,Jasper,Large / regional,8371.1,97.0,2852730.204711304,1319017.8357063038,4386442.573716304,531.4956391073837,6.922782529981454,4.584967478670572,1,A — Target first,1
36,"First American Trust, FSB",CA,Santa Ana,Large / regional,8323.2,10.0,2835919.6609409624,1310981.4582859625,4360857.8635959625,530.1856072458271,6.920290330515779,2.3978952727983707,1,A — Target first,1
37,BankPlus,MS,Belzoni,Large / regional,8279.8,75.0,2820674.7502453504,1303694.3079003503,4337655.192590351,528.9935527388633,6.918019846453308,4.330733340286331,1,A — Target first,1
39,First American Bank,IL,Elk Grove Village,Large / regional,8221.6,60.0,2800268.277914052,1293941.0549590522,4306595.500869052,527.3918361703261,6.914956343519668,4.110873864173311,1,A — Target first,1
40,"First Mid Bank & Trust, National Association",IL,Mattoon,Large / regional,8201.0,87.0,2793023.830646905,1290478.898151905,4295568.763141905,526.8215326039737,6.91386681189624,4.477336814478207,1,A — Target first,1
41,Univest  Bank and Trust Co.,PA,Souderton,Large / regional,8108.1,51.0,2760423.6153515545,1274901.1885065546,4245946.042196556,524.2441146254874,6.908919096357969,3.9512437185814275,1,A — Target first,1
42,Burke & Herbert Bank & Trust Company,VA,Alexandria,Large / regional,7912.8,106.0,2691911.603436798,1242174.7303917976,4141648.4764817976,518.7673569037066,6.898330188854759,4.672828834461906,1,A — Target first,1
43,Poppy Bank,CA,Santa Rosa,Large / regional,7796.2,42.0,2651044.6849257858,1222661.1537007857,4079428.216150785,515.4606352172353,6.891882971772194,3.7612001156935624,1,A — Target first,1
44,Hanmi Bank,CA,Los Angeles,Large / regional,7789.6,34.0,2648734.966106095,1221558.4553010943,4075911.476911095,515.272836252608,6.8915151569982465,3.5553480614894135,1,A — Target first,1
46,SMBC MANUBANK,CA,Los Angeles,Large / regional,7728.9,8.0,2627434.8434627336,1211390.2928427337,4043479.394082733,513.5363167127023,6.888117688236044,2.1972245773362196,1,A — Target first,1
47,Peapack Private Bank & Trust,NJ,Bedminster,Large / regional,7690.1,19.0,2613850.539142987,1204906.3026329868,4022794.7756529874,512.4244280416056,6.885931987287233,2.995732273553991,1,A — Target first,1
48,Stockman Bank of Montana,MT,Miles City,Large / regional,7678.2,47.0,2609685.130861049,1202918.2214110494,4016452.04031105,512.0827915973446,6.885259420332198,3.8712010109078907,1,A — Target first,1
49,Preferred Bank,CA,Los Angeles,Large / regional,7655.1,16.0,2601573.3663809844,1199046.7848909849,4004099.947870985,511.41654549768265,6.8839508683412065,2.833213344056216,1,A — Target first,1
50,Equity Bank,KS,Andover,Large / regional,7653.6,85.0,2601066.220662678,1198804.7512776782,4003327.6900476776,511.37485060397614,6.883865760954565,4.454347296253507,1,A — Target first,1
51,Kearny Bank,NJ,Kearny,Large / regional,7591.6,40.0,2579310.7232494988,1188422.8746344987,3970198.571864498,509.5816175093884,6.88033331712613,3.713572066704308,1,A — Target first,1
52,Bank of Colorado,CO,Fort Collins,Large / regional,7560.2,61.0,2568332.92456299,1183184.8354679905,3953481.013657989,508.67331129577576,6.878533284621243,4.127134385045092,1,A — Target first,1
53,Ridgewood Savings Bank,NY,Ridgewood,Large / regional,7540.2,38.0,2561307.5418601115,1179832.9135151114,3942782.170205111,508.090807305604,6.877382865464526,3.6635616461296463,1,A — Target first,1
54,Ocean Bank,FL,Miami,Large / regional,7534.7,24.0,2559399.710174124,1178922.687504124,3939876.732844123,507.93245564632105,6.8770659652188915,3.2188758248682006,1,A — Target first,1
55,Central Pacific Bank,HI,Honolulu,Large / regional,7489.6,27.0,2543598.791824234,1171384.5824392342,3915813.001209234,506.618237658955,6.874458623783367,3.332204510175204,1,A — Target first,1
56,Bankers Trust Company,IA,Des Moines,Large / regional,7469.6,22.0,2536594.938401643,1168043.563296643,3905146.3135066433,506.034137128999,6.8732973457987985,3.1354942159291497,1,A — Target first,1
57,Bangor Savings Bank,ME,Bangor,Large / regional,7422.8,73.0,2520184.250078489,1160215.9480784887,3880152.552078489,504.6617375169944,6.870567759075312,4.304065093204169,1,A — Target first,1
59,Republic Bank & Trust Company,KY,Louisville,Large / regional,7248.4,49.0,2459096.263148434,1131086.886458434,3787105.639838434,499.5054166249318,6.86024215169406,3.912023005428146,1,A — Target first,1
60,The Farmers National Bank of Canfield,OH,Canfield,Large / regional,7215.8,85.0,2447687.428621791,1125648.295921791,3769726.561321792,498.5339374842735,6.858284487380324,4.454347296253507,1,A — Target first,1
62,Needham Bank,MA,Needham,Large / regional,7174.9,21.0,2433373.303152703,1118825.4653727035,3747921.140932704,497.3112216499961,6.8558158524790835,3.091042453358316,1,A — Target first,1
64,Lake City Bank,IN,Warsaw,Large / regional,7078.4,58.0,2399610.8745050915,1102735.7724100917,3696485.976600091,494.41004631049344,6.849935100952567,4.07753744390572,1,A — Target first,1
65,Johnson Bank,WI,Racine,Large / regional,7008.1,32.0,2375004.421372619,1091012.265217619,3658996.577527619,492.2801872954251,6.845600290240267,3.4965075614664802,1,A — Target first,1
66,The Camden National Bank,ME,Camden,Large / regional,6951.6,74.0,2355243.4757764377,1081599.1196064376,3628887.8319464377,490.560144666105,6.842084774546682,4.31748811353631,1,A — Target first,1
67,Mid Penn Bank,PA,Millersburg,Large / regional,6938.5,67.0,2350655.9162926143,1079414.058417614,3621897.774167615,490.1595958337224,6.841265592625782,4.219507705176107,1,A — Target first,1
68,Cambridge Savings Bank,MA,Cambridge,Large / regional,6912.7,21.0,2341612.12261218,1075106.73891718,3608117.50630718,489.3685899041509,6.839647709613277,3.091042453358316,1,A — Target first,1
69,"TBK BANK, SSB",TX,Dallas,Large / regional,6873.1,64.0,2327783.904125062,1068521.3758100616,3587046.432440061,488.15557074182834,6.837152662711948,4.174387269895637,1,A — Target first,1
70,Old Second National Bank,IL,Aurora,Large / regional,6846.6,58.0,2318503.909471986,1064102.4415369858,3572905.377406986,487.33910064737546,6.835474955752928,4.07753744390572,1,A — Target first,1
73,Alpine Bank,CO,Glenwood Springs,Large / regional,6785.2,47.0,2297010.9737579394,1053869.350077939,3540152.59743794,485.4405624327905,6.831562653413036,3.8712010109078907,1,A — Target first,1
74,"Intrust Bank, National Association",KS,Wichita,Large / regional,6783.4,41.0,2296394.1169127887,1053575.684492789,3539212.5493327896,485.3859166737648,6.831447427071039,3.7376696182833684,1,A — Target first,1
75,Heartland Bank and Trust Company,IL,Bloomington,Large / regional,6769.6,88.0,2291561.128942741,1051274.9110377412,3531847.346847742,484.9574698834469,6.8305630079872195,4.48863636973214,1,A — Target first,1
77,City National Bank of West Virginia,WV,Charleston,Large / regional,6741.2,97.0,2281631.0359457834,1046547.9408257832,3516714.1310657826,484.07545945202486,6.828737212112518,4.584967478670572,1,A — Target first,1
78,"Community Trust Bank, Inc.",KY,Pikeville,Large / regional,6698.3,81.0,2266659.965778766,1039422.136958766,3493897.7945987666,482.7413393026754,6.825964594596336,4.406719247264253,1,A — Target first,1
79,First Bank,MO,St. Louis,Large / regional,6691.7,76.0,2264329.510939575,1038312.9933095746,3490346.028569575,482.5331903889403,6.825536462585478,4.343805421853684,1,A — Target first,1
80,Third Coast Bank,TX,Humble,Large / regional,6575.4,23.0,2223680.705444468,1018970.6265944674,3428390.784294467,478.8817191912936,6.817922177315222,3.1780538303479458,1,A — Target first,1
81,Horizon Bank,IN,Michigan City,Large / regional,6540.3,79.0,2211426.775678616,1013141.1308036158,3409712.420553616,477.7731139959092,6.815597669632585,4.382026634673881,1,A — Target first,1
82,Midland States Bank,IL,Effingham,Large / regional,6539.6,60.0,2211177.2721357187,1013022.4427707188,3409332.101500719,477.7505033695753,6.815551185158297,4.110873864173311,1,A — Target first,1
83,TrustCo Bank,NY,Glenville,Large / regional,6507.4,133.0,2199926.751596224,1007670.8955862232,3392182.607606223,476.7293600834119,6.813407502976912,4.897839799950911,1,A — Target first,1
84,"Hinsdale Bank & Trust Company, National Association",IL,Hinsdale,Large / regional,6503.0,17.0,2198398.788170965,1006944.131355965,3389853.4449859653,476.59043465442943,6.813113754007898,2.8903717578961645,1,A — Target first,1
85,"The Washington Trust Company, of Westerly",RI,Westerly,Large / regional,6458.7,30.0,2182907.8475647154,999576.5774197156,3366239.1177097154,475.1786885417267,6.810145112477752,3.4339872044851463,1,A — Target first,1
86,Mercantile Bank,MI,Grand Rapids,Large / regional,6356.4,41.0,2147171.8409662587,982584.5646112588,3311759.117321259,471.8988679662011,6.803211218983223,3.7376696182833684,1,A — Target first,1
87,"United Fidelity Bank, fsb",IN,Evansville,Large / regional,6332.5,22.0,2138832.753424391,978620.2848393916,3299045.2220093906,471.1288138746479,6.801575198462586,3.1354942159291497,1,A — Target first,1
88,Five Star Bank,NY,Rochester,Large / regional,6255.4,48.0,2111917.0917724115,965827.2018174118,3258006.981727412,468.6309992582516,6.796255085770202,3.8918202981106265,1,A — Target first,1
89,"Shore United Bank, National Association",MD,Easton,Large / regional,6203.1,40.0,2093651.9644884577,957147.700118458,3230156.228858457,466.9250826085578,6.792608782470484,3.713572066704308,1,A — Target first,1
90,Middlesex Savings Bank,MA,Natick,Large / regional,6153.7,35.0,2076398.2309016983,948950.2839816988,3203846.177821698,465.3054155940218,6.789136320068675,3.58351893845611,1,A — Target first,1
91,Choice Financial Group,ND,Fargo,Large / regional,6133.3,18.0,2069283.5706845564,945570.4615395564,3192996.6798295565,464.635189495483,6.787694207987363,2.9444389791664403,1,A — Target first,1
92,"First Financial Bank, National Association",IN,Terre Haute,Large / regional,6122.0,83.0,2065336.7694527416,943695.6387427415,3186977.900162741,464.2627911771457,6.786893325261316,4.430816798843313,1,A — Target first,1
93,"Bank First, N.A.",WI,Manitowoc,Large / regional,6064.6,45.0,2045297.205314007,934177.5624090064,3156416.8482190077,462.3653569757402,6.782802161588157,3.828641396489095,1,A — Target first,1
94,First International Bank & Trust,ND,Watford City,Large / regional,6047.8,28.0,2039460.2145649483,931405.575394948,3147514.8537349477,461.8105912323505,6.781597420665674,3.367295829986474,1,A — Target first,1
